82331;31/01/1961;0000;285.9;
82331;28/02/1961;0000;332.3;
82331;31/03/1961;0000;237.6;
82331;30/04/1961;0000;353;
82331;31/05/1961;0000;327.5;
82331;30/06/1961;0000;98.2;
82331;31/07/1961;0000;33;
82331;31/08/1961;0000;6.9;
82331;30/09/1961;0000;51.7;
82331;31/10/1961;0000;123;
82331;30/11/1961;0000;145.9;
82331;31/12/1961;0000;353.1;
82331;31/01/1962;0000;406.1;
82331;28/02/1962;0000;399.4;
82331;31/03/1962;0000;307.9;
82331;30/04/1962;0000;299;
82331;31/05/1962;0000;260.5;
82331;30/06/1962;0000;108.5;
82331;31/07/1962;0000;47.3;
82331;31/08/1962;0000;34;
82331;30/09/1962;0000;12.8;
82331;31/10/1962;0000;125.4;
82331;30/11/1962;0000;107.6;
82331;31/12/1962;0000;132;
82331;31/01/1963;0000;265.1;
82331;28/02/1963;0000;182.2;
82331;31/03/1963;0000;239.5;
82331;30/04/1963;0000;313.3;
82331;31/05/1963;0000;243.3;
82331;30/06/1963;0000;122.4;
82331;31/07/1963;0000;46.7;
82331;31/08/1963;0000;5.4;
82331;30/09/1963;0000;45.3;
82331;31/10/1963;0000;84.3;
82331;30/11/1963;0000;239.6;
82331;31/12/1963;0000;184.3;
82331;31/01/1964;0000;159;
82331;29/02/1964;0000;140.3;
82331;31/03/1964;0000;426;
82331;30/04/1964;0000;295.3;
82331;31/05/1964;0000;268.1;
82331;30/06/1964;0000;125.9;
82331;31/07/1964;0000;61.6;
82331;31/08/1964;0000;92.6;
82331;30/09/1964;0000;40.7;
82331;31/10/1964;0000;135.2;
82331;30/11/1964;0000;231;
82331;31/12/1964;0000;312.2;
82331;31/01/1965;0000;169.5;
82331;28/02/1965;0000;247.7;
82331;31/03/1965;0000;532.5;
82331;30/04/1965;0000;284.2;
82331;31/05/1965;0000;268.9;
82331;30/06/1965;0000;64.2;
82331;31/07/1965;0000;45.7;
82331;31/08/1965;0000;3.4;
82331;30/09/1965;0000;13.6;
82331;31/10/1965;0000;138.6;
82331;30/11/1965;0000;76.8;
82331;31/12/1965;0000;196;
82331;31/01/1966;0000;273.3;
82331;28/02/1966;0000;178.1;
82331;31/03/1966;0000;172.9;
82331;30/04/1966;0000;292.6;
82331;31/05/1966;0000;359.1;
82331;30/06/1966;0000;161.6;
82331;31/07/1966;0000;122.2;
82331;31/08/1966;0000;110.4;
82331;30/09/1966;0000;103.4;
82331;31/10/1966;0000;29.5;
82331;30/11/1966;0000;318.5;
82331;31/12/1966;0000;222.3;
82331;31/01/1967;0000;301.6;
82331;28/02/1967;0000;249.2;
82331;31/03/1967;0000;435;
82331;30/04/1967;0000;495.4;
82331;31/05/1967;0000;204.3;
82331;30/06/1967;0000;124.4;
82331;31/07/1967;0000;34.2;
82331;31/08/1967;0000;2.6;
82331;30/09/1967;0000;6.7;
82331;31/10/1967;0000;11.2;
82331;30/11/1967;0000;131.9;
82331;31/12/1967;0000;123.1;
82331;31/01/1968;0000;282.2;
82331;29/02/1968;0000;182.6;
82331;31/03/1968;0000;632.8;
82331;30/04/1968;0000;302.6;
82331;31/05/1968;0000;427.3;
82331;30/06/1968;0000;128.1;
82331;31/07/1968;0000;102.5;
82331;31/08/1968;0000;41.9;
82331;30/09/1968;0000;242.8;
82331;31/10/1968;0000;37.5;
82331;30/11/1968;0000;265.8;
82331;31/12/1968;0000;195.1;
82331;31/01/1969;0000;257.7;
82331;28/02/1969;0000;195.4;
82331;31/03/1969;0000;386.6;
82331;30/04/1969;0000;512.6;
82331;31/05/1969;0000;321.8;
82331;30/06/1969;0000;96.9;
82331;31/07/1969;0000;87.6;
82331;31/08/1969;0000;51.4;
82331;30/09/1969;0000;26.3;
82331;31/10/1969;0000;81.8;
82331;30/11/1969;0000;112.4;
82331;31/12/1969;0000;181.7;
82331;31/01/1970;0000;386.7;
82331;28/02/1970;0000;326.2;
82331;31/03/1970;0000;382.9;
82331;30/04/1970;0000;403.2;
82331;31/05/1970;0000;184.5;
82331;30/06/1970;0000;132;
82331;31/07/1970;0000;68.4;
82331;31/08/1970;0000;42.7;
82331;30/09/1970;0000;96.2;
82331;31/10/1970;0000;98.8;
82331;30/11/1970;0000;179.6;
82331;31/12/1970;0000;143.4;
82331;31/01/1971;0000;287.8;
82331;28/02/1971;0000;367.6;
82331;31/03/1971;0000;352.4;
82331;30/04/1971;0000;418.9;
82331;31/05/1971;0000;316.4;
82331;30/06/1971;0000;146.4;
82331;31/07/1971;0000;36.1;
82331;31/08/1971;0000;8.5;
82331;30/09/1971;0000;40.5;
82331;31/10/1971;0000;182.3;
82331;30/11/1971;0000;261.9;
82331;31/12/1971;0000;94.3;
82331;31/01/1972;0000;197.7;
82331;29/02/1972;0000;381.7;
82331;31/03/1972;0000;163.7;
82331;30/04/1972;0000;341.2;
82331;31/05/1972;0000;166.8;
82331;30/06/1972;0000;125.5;
82331;31/07/1972;0000;73.7;
82331;31/08/1972;0000;45.7;
82331;30/09/1972;0000;72.4;
82331;31/10/1972;0000;94.2;
82331;30/11/1972;0000;73.8;
82331;31/12/1972;0000;169.1;
82331;31/01/1973;0000;192.7;
82331;28/02/1973;0000;274.7;
82331;31/03/1973;0000;291.3;
82331;30/04/1973;0000;191.7;
82331;31/05/1973;0000;439.9;
82331;30/06/1973;0000;87.4;
82331;31/07/1973;0000;143.3;
82331;31/08/1973;0000;108.6;
82331;30/09/1973;0000;86.1;
82331;31/10/1973;0000;181.8;
82331;30/11/1973;0000;308.7;
82331;31/12/1973;0000;220.9;
82331;31/01/1974;0000;313.1;
82331;28/02/1974;0000;196.9;
82331;31/03/1974;0000;247.5;
82331;30/04/1974;0000;524.5;
82331;31/05/1974;0000;257.8;
82331;30/06/1974;0000;172.1;
82331;31/07/1974;0000;66;
82331;31/08/1974;0000;26.7;
82331;30/09/1974;0000;68.4;
82331;31/10/1974;0000;24.4;
82331;30/11/1974;0000;194.9;
82331;31/12/1974;0000;285.1;
82331;31/01/1975;0000;329.5;
82331;28/02/1975;0000;358.7;
82331;31/03/1975;0000;396.1;
82331;30/04/1975;0000;232;
82331;31/05/1975;0000;246.3;
82331;30/06/1975;0000;97.8;
82331;31/07/1975;0000;203.2;
82331;31/08/1975;0000;56.6;
82331;30/09/1975;0000;36.4;
82331;31/10/1975;0000;55;
82331;30/11/1975;0000;99.9;
82331;31/12/1975;0000;213.6;
82331;31/01/1976;0000;294.3;
82331;29/02/1976;0000;545.6;
82331;31/03/1976;0000;457.4;
82331;30/04/1976;0000;211.1;
82331;31/05/1976;0000;90.2;
82331;30/06/1976;0000;61.7;
82331;31/07/1976;0000;32.6;
82331;31/08/1976;0000;37.4;
82331;30/09/1976;0000;29.5;
82331;31/10/1976;0000;123;
82331;30/11/1976;0000;157;
82331;31/12/1976;0000;176.3;
82331;31/01/1977;0000;196.7;
82331;28/02/1977;0000;262.4;
82331;31/03/1977;0000;332.1;
82331;30/04/1977;0000;266.7;
82331;31/05/1977;0000;240.3;
82331;30/06/1977;0000;78.4;
82331;31/07/1977;0000;17.4;
82331;31/08/1977;0000;42.9;
82331;30/09/1977;0000;77;
82331;31/10/1977;0000;190.8;
82331;30/11/1977;0000;84.7;
82331;31/12/1977;0000;227.3;
82331;31/01/1978;0000;295.4;
82331;28/02/1978;0000;203.5;
82331;31/03/1978;0000;404.1;
82331;30/04/1978;0000;229.4;
82331;31/05/1978;0000;268.5;
82331;30/06/1978;0000;89.3;
82331;31/07/1978;0000;108.5;
82331;31/08/1978;0000;50.4;
82331;30/09/1978;0000;161;
82331;31/10/1978;0000;115.6;
82331;30/11/1978;0000;45.7;
82331;31/12/1978;0000;126;
82331;31/01/1979;0000;312;
82331;28/02/1979;0000;86;
82331;31/03/1979;0000;195.4;
82331;30/04/1979;0000;300.2;
82331;31/05/1979;0000;78.8;
82331;30/06/1979;0000;65.7;
82331;31/07/1979;0000;10.3;
82331;31/08/1979;0000;0;
82331;30/09/1979;0000;83.2;
82331;31/10/1979;0000;230.1;
82331;30/11/1979;0000;48.7;
82331;31/12/1979;0000;154.4;
82331;31/01/1980;0000;92.5;
82331;29/02/1980;0000;77.7;
82331;31/03/1980;0000;217.1;
82331;30/04/1980;0000;211.4;
82331;31/05/1980;0000;53.8;
82331;30/06/1980;0000;79.4;
82331;31/07/1980;0000;23.9;
82331;31/08/1980;0000;31.2;
82331;30/09/1980;0000;31.6;
82331;31/10/1980;0000;141.1;
82331;30/11/1980;0000;149.7;
82331;31/12/1980;0000;190.2;
82331;31/01/1981;0000;162.5;
82331;28/02/1981;0000;164.9;
82331;31/03/1981;0000;197.1;
82331;30/04/1981;0000;229.3;
82331;31/05/1981;0000;121.1;
82331;30/06/1981;0000;51.5;
82331;31/07/1981;0000;34;
82331;31/08/1981;0000;68;
82331;30/09/1981;0000;155.1;
82331;31/10/1981;0000;47.8;
82331;30/11/1981;0000;325.9;
82331;31/12/1981;0000;114.7;
82331;31/01/1982;0000;299.1;
82331;28/02/1982;0000;79.8;
82331;31/03/1982;0000;59.5;
82331;30/04/1982;0000;134;
82331;31/05/1982;0000;254.2;
82331;30/06/1982;0000;16.8;
82331;31/07/1982;0000;30.7;
82331;31/08/1982;0000;2;
82331;30/09/1982;0000;67.7;
82331;31/10/1982;0000;4.2;
82331;30/11/1982;0000;72.4;
